9983,8.64E7
5020,5.12E7
6471,3.36E7
6592,1.12E7
8410,8000000.5
6594,1.168E8
6473,1.76E7
9502,4.16E7
7202,4.16E7
6113,1.76E7
7201,1.232E8
9503,4.0E7
9987,1.28E7
9984,3.184E8
8411,2.32000016E8
7203,7.616E8
9501,2.72E7
9062,2.24E7
2670,1.12E7
3086,1.92E7
9064,4.0E7
5938,3.68E7
2784,1.76E7
9735,7.52E7
5019,1.28E7
6902,1.15200008E8
4183,1.92E7
4063,1.744E8
3092,1.76E7
7453,2.24E7
7211,2.08E7
4185,1.6000001E7
9513,1.76E7
8303,1.76E7
4188,5.12E7
8304,2.24E7
6367,1.2E8
3099,1.92E7
6481,1.6000001E7
4182,1.6000001E7
3405,2.72E7
3402,7.2E7
3401,1.92E7
2433,1.12E7
2432,1.28E7
9506,2.8800002E7
6479,2.4E7
7205,1.4400001E7
8418,9600000.0
4732,1.76E7
9504,1.4400001E7
4612,2.72E7
9989,1.28E7
9505,6400000.0
4613,2.08E7
9508,2.24E7
3407,5.92E7
5947,1.6000001E7
8795,4.64E7
9766,2.08E7
2331,1.6000001E7
6370,1.4400001E7
4507,7.2E7
6806,2.8800002E7
4508,2.56E7
7459,1.28E7
8308,6.4000004E7
5711,1.92E7
8306,4.464E8
4502,1.744E8
4503,1.488E8
5713,3.36E7
6923,2.4E7
8309,5.92E7
4506,1.4400001E7
3659,1.12E7
9531,4.64E7
9532,3.84E7
4088,1.4400001E7
9533,1.4400001E7
6268,1.6000001E7
4519,4.16E7
2212,1.12E7
1928,5.12E7
8316,2.672E8
4755,4.48E7
1925,8.1599992E7
1803,2.56E7
1802,3.04E7
1801,4.32E7
6273,8.0E7
9301,3200000.0
8572,8000000.5
8331,2.72E7
9783,1.28E7
8697,3.84E7
4530,1.12E7
8570,1.12E7
4091,6400000.0
7240,9600000.0
2229,1.4400001E7
2587,3.04E7
4523,6.72E7
6702,6.08E7
7912,2.08E7
6701,3.36E7
7911,2.08E7
4768,9600000.0
4528,4.32E7
1812,2.72E7
9432,1.536E8
7011,7.04E7
9433,2.496E8
7013,2.24E7
7012,2.56E7
9437,1.712E8
4661,5.92E7
8227,1.28E7
7259,5.2800004E7
6841,1.92E7
9435,3200000.0
2121,8000000.5
6952,1.76E7
6954,1.936E8
4536,2.56E7
2914,1.872E8
9201,1.92E7
8233,1.76E7
8354,1.76E7
8113,4.8E7
8355,2.24E7
9202,1.76E7
8473,1.4400001E7
6971,9.12E7
8358,1.76E7
7267,2.64E8
6178,2.8800002E7
8359,1.12E7
7269,7.68E7
3462,3.04E7
2371,1.12E7
8593,1.12E7
8591,1.03999992E8
7261,4.16E7
2801,2.24E7
2002,1.4400001E7
4543,6.56E7
6963,2.72E7
4544,1.92E7
6724,3.04E7
4666,1.6000001E7
6965,2.4E7
7936,1.28E7
8905,9600000.0
4307,2.4E7
2802,5.7600004E7
8002,5.2800004E7
8001,1.088E8
7276,3.2000002E7
6861,1.984E8
8369,1.6000001E7
6981,1.376E8
4684,1.92E7
5411,4.8E7
7951,2.24E7
3231,9600000.0
7270,1.2E8
7272,3.36E7
1963,1.92E7
5401,9.6E7
7701,1.6000001E7
1605,4.8E7
5406,1.4400001E7
7167,2.08E7
8253,1.4400001E7
9101,1.76E7
4452,1.312E8
8015,3.04E7
6753,2.72E7
9104,1.92E7
6752,1.26400008E8
8379,9600000.0
7282,9600000.0
8252,1.4400001E7
2702,1.12E7
2269,4.96E7
2267,2.08E7
8802,1.232E8
6502,3.36E7
4202,1.6000001E7
6501,1.376E8
4324,5.6E7
7832,3.04E7
6988,6.4000004E7
4204,3.52E7
6504,1.12E7
6503,1.472E8
8801,1.024E8
4568,7.2E7
4689,3.36E7
6869,4.8E7
6506,2.24E7
8804,1.28E7
8267,4.64E7
4581,1.6000001E7
6762,4.0E7
8028,2.4E7
7974,1.26400008E8
7731,2.72E7
2282,2.4E7
8382,1.12E7
3003,1.28E7
4578,9.6E7
4217,1.6000001E7
6758,2.016E8
6098,9.12E7
8035,8.32E7
7186,3.04E7
8036,1.6000001E7
9001,3.2000002E7
9364,1.12E7
6770,3.04E7
7741,9.7600008E7
8952,3.2000002E7
9007,2.72E7
8953,2.4E7
9008,2.24E7
9005,4.48E7
5201,4.16E7
8830,5.44E7
8951,4.32E7
9006,2.24E7
7180,1.12E7
8031,1.312E8
3382,1.504E8
7182,2.56E7
3938,6400000.0
6645,4.48E7
7733,5.2800004E7
4901,8.96E7
1878,4.8E7
4902,2.08E7
8960,2.08E7
7752,3.04E7
7751,1.696E8
8601,5.2800004E7
5332,3.2000002E7
5333,3.04E7
6302,1.6000001E7
6301,1.216E8
5334,1.92E7
3391,1.92E7
9009,1.4400001E7
8955,1.4400001E7
4118,1.6000001E7
4911,4.8E7
6417,6400000.0
4912,2.08E7
8058,1.696E8
9024,1.28E7
5463,4800000.0
5101,1.12E7
8053,8.1599992E7
9021,5.44E7
9022,1.2E8
3283,1.6000001E7
9020,1.504E8
2503,7.84E7
2502,7.36E7
4927,9600000.0
8604,1.232E8
8725,9.12E7
5214,1.12E7
4005,4.64E7
6305,1.4400001E7
8729,1.4400001E7
4922,1.76E7
3291,1.28E7
4021,1.76E7
5110,1.28E7
6201,4.16E7
7532,2.08E7
5233,2.08E7
9831,1.6000001E7
8984,1.4400001E7
2875,1.4400001E7
3289,1.28E7
5108,1.344E8
5901,1.28E7
9706,6400000.0
8750,1.13599992E8
8630,7.2E7
4151,2.08E7
9048,1.76E7
9045,1.28E7
9843,4.8E7
9602,1.6000001E7
5486,1.4400001E7
5002,8000000.5
9962,2.4E7
9041,3.68E7
9042,4.0E7
6326,8.32E7
6448,2.4E7
7779,8000000.5
4704,2.72E7
6460,1.4400001E7
6586,4.16E7
5012,2.4E7
6465,1.6000001E7
8766,1.584E8
9613,2.8800002E7
4716,1.12E7
2413,2.56E7
2897,2.24E7
2651,1.6000001E7
3861,1.92E7
7309,6.24E7
5802,6.56E7
